Segment (11, 4): 1485, 1426, 1028, 951, 588, 475, 197, 0, 1901, 1650, 1541, 1239, 1239, 869, 1028, 588
Segment (11, 5): 1116, 1036, 795, 691, 493, 345, 242, 0, 1640, 1332, 1417, 1061, 1239, 830, 1122, 666
Segment (11, 6): 754, 629, 579, 419, 424, 210, 310, 0, 1445, 1058, 1349, 930, 1277, 829, 1232, 764
Segment (11, 7): 482, 211, 450, 141, 425, 70, 410, 0, 1383, 921, 1371, 904, 1363, 891, 1357, 883
Segment (11, 8): 481, 70, 475, 0, 481, 70, 496, 141, 1428, 953, 1426, 951, 1428, 953, 1433, 961
Segment (11, 9): 520, 210, 475, 0, 520, 210, 634, 419, 1441, 974, 1426, 951, 1441, 974, 1486, 1039
Segment (11, 10): 588, 345, 475, 0, 588, 345, 839, 691, 1467, 1012, 1426, 951, 1467, 1012, 1585, 1175
Segment (11, 11): 672, 475, 475, 0, 672, 475, 1063, 951, 1503, 1063, 1426, 951, 1503, 1063, 1714, 1344
Segment (11, 12): 763, 597, 475, 0, 763, 597, 1285, 1194, 1546, 1123, 1426, 951, 1546, 1123, 1860, 1526
Segment (11, 13): 853, 709, 475, 0, 853, 709, 1495, 1417, 1592, 1186, 1426, 951, 1592, 1186, 2011, 1707
Segment (11, 14): 937, 808, 475, 0, 937, 808, 1685, 1616, 1639, 1248, 1426, 951, 1639, 1248, 2155, 1875
Segment (11, 15): 1012, 894, 475, 0, 1012, 894, 1849, 1787, 1683, 1305, 1426, 951, 1683, 1305, 2286, 2024
Segment (12, 0): 2730, 2681, 1853, 1787, 991, 894, 181, 0, 3105, 2875, 2331, 2041, 1637, 1256, 1108, 598
Segment (12, 1): 2479, 2424, 1689, 1616, 915, 808, 197, 0, 2887, 2638, 2206, 1894, 1605, 1201, 1157, 634
Segment (12, 2): 2188, 2126, 1500, 1417, 829, 709, 218, 0, 2644, 2367, 2071, 1730, 1576, 1145, 1218, 680
Segment (12, 3): 1865, 1791, 1291, 1194, 738, 597, 247, 0, 2388, 2073, 1936, 1556, 1556, 1092, 1291, 738
Segment (12, 4): 1518, 1426, 1071, 951, 647, 475, 288, 0, 2137, 1770, 1814, 1385, 1553, 1051, 1378, 810
Segment (12, 5): 1160, 1036, 851, 691, 568, 345, 344, 0, 1917, 1481, 1724, 1236, 1574, 1034, 1479, 898
Segment (12, 6): 820, 629, 658, 419, 520, 210, 423, 0, 1768, 1250, 1689, 1140, 1630, 1056, 1594, 1003
Segment (12, 7): 590, 211, 563, 141, 543, 70, 531, 0, 1743, 1157, 1733, 1142, 1727, 1132, 1722, 1126
Segment (12, 8): 601, 70, 597, 0, 601, 70, 613, 141, 1793, 1196, 1791, 1194, 1793, 1196, 1797, 1202
Segment (12, 9): 633, 210, 597, 0, 633, 210, 730, 419, 1804, 1212, 1791, 1194, 1804, 1212, 1840, 1266
Segment (12, 10): 690, 345, 597, 0, 690, 345, 913, 691, 1824, 1243, 1791, 1194, 1824, 1243, 1920, 1380
Segment (12, 11): 763, 475, 597, 0, 763, 475, 1123, 951, 1853, 1285, 1791, 1194, 1853, 1285, 2028, 1526
Segment (12, 12): 844, 597, 597, 0, 844, 597, 1335, 1194, 1888, 1335, 1791, 1194, 1888, 1335, 2153, 1689
Segment (12, 13): 927, 709, 597, 0, 927, 709, 1538, 1417, 1926, 1389, 1791, 1194, 1926, 1389, 2284, 1853
Segment (12, 14): 1005, 808, 597, 0, 1005, 808, 1723, 1616, 1965, 1442, 1791, 1194, 1965, 1442, 2413, 2009
Segment (12, 15): 1075, 894, 597, 0, 1075, 894, 1884, 1787, 2002, 1492, 1791, 1194, 2002, 1492, 2530, 2150
Segment (13, 0): 2750, 2681, 1879, 1787, 1029, 894, 247, 0, 3265, 2952, 2528, 2139, 1884, 1387, 1412, 782
Segment (13, 1): 2501, 2424, 1718, 1616, 957, 808, 267, 0, 3061, 2721, 2416, 2000, 1862, 1341, 1466, 823
Segment (13, 2): 2213, 2126, 1532, 1417, 876, 709, 294, 0, 2835, 2460, 2298, 1846, 1846, 1296, 1532, 876
Segment (13, 3): 1894, 1791, 1329, 1194, 792, 597, 330, 0, 2600, 2180, 2183, 1687, 1841, 1256, 1611, 941
Segment (13, 4): 1554, 1426, 1117, 951, 710, 475, 378, 0, 2377, 1896, 2085, 1535, 1853, 1231, 1703, 1020
Segment (13, 5): 1208, 1036, 910, 691, 644, 345, 443, 0, 2190, 1634, 2020, 1410, 1890, 1231, 1808, 1113
Segment (13, 6): 888, 629, 738, 419, 614, 210, 529, 0, 2076, 1437, 2007, 1341, 1957, 1268, 1927, 1223
Segment (13, 7): 692, 211, 669, 141, 652, 70, 642, 0, 2074, 1375, 2066, 1363, 2060, 1354, 2057, 1349
Segment (13, 8): 712, 70, 709, 0, 712, 70, 722, 141, 2127, 1419, 2126, 1417, 2127, 1419, 2131, 1424
